,ville_raw,quartier_raw,price_raw,room_nb_raw,bedroom_nb_raw,surface_raw
1100,,,920000,4,3,100.0
1101,,,795000,3,2,61.27
1102,,,5500000,4,2,207.0
1103,,,824000,3,2,55.0
1104,,,733000,3,2,53.8
1105,,,1218000,6,4,115.86
1106,,,419684,2,1,39.2
1107,,,1995000,5,3,136.0
1108,,,1300000,5,3,105.3
1109,,,7500000,13,4,398.0
1110,,,2490000,7,6,190.0
1111,,,2195000,7,3,155.0
1113,,,825000,3,1,87.04
1114,,,1800000,9,5,210.0
1115,,,635000,3,1,69.0
1116,,,2795000,6,3,196.0
1117,,,3990000,7,4,237.0
1118,,,1890000,4,2,117.0
1119,,,3450000,6,4,180.0
1120,,,1750000,3,2,86.0
1121,,,494000,2,1,51.96
1122,,,453000,2,1,48.0
1126,,,2072600,7,4,161.0
1128,,,950000,4,3,75.0
1130,,,1195000,4,3,106.0
1131,,,450000,3,2,49.0
1132,,,430000,2,1,37.31
1133,,,1370000,4,2,87.0
1136,,,649000,3,2,59.0
1137,,,407000,2,1,38.5
1138,,,800000,3,2,72.0
1139,,,800000,3,2,72.2
1141,,,825000,4,3,66.57
1143,,,607000,3,2,73.0
1144,,,3900000,5,3,200.0
1145,,,924000,4,2,84.0
1148,,,370000,3,2,36.0
1149,,,3800000,4,2,164.0
1150,,,2800000,7,4,230.0
1151,,,465000,2,1,40.0
1152,,,1790000,4,2,140.0
1153,,,460000,2,1,40.0
1154,,,1500000,4,3,126.0
1155,,,458350,2,1,35.46
1157,,,930000,4,2,74.0
1158,,,2200000,5,3,165.0
1159,,,399000,2,1,38.43
1160,,,495000,2,1,42.0
1161,,,420000,2,1,32.5
1162,,,1580000,5,3,118.0
1163,,,439000,2,1,45.0
1164,,,10,8,4,382.0
1166,,,1368000,3,2,67.0
1167,,,3900000,8,4,295.0
1171,,,1250000,4,2,92.0
1172,,,520000,2,1,30.98
1174,,,849000,3,2,85.0
1176,Paris 15ème,Pasteur Montparnasse,2650000,6,4,152.53
1177,Paris 5ème,Sorbonne,550000,2,1,37.03
1178,Paris 16ème,Porte Dauphine,5120000,7,5,270.0
1179,Paris 18ème,Grandes Carrières-Clichy,995000,3,1,68.9
1180,Paris 14ème,Mouton Duvernet,590000,2,1,55.58
1181,Paris 6ème,Saint Germain des Prés,2270000,5,2,130.0
1182,Paris 16ème,Muette Nord,2580000,3,2,120.0
1183,Paris 6ème,Rennes,1690000,4,3,100.0
1184,Paris 7ème,Invalides,3900000,4,3,168.0
1186,Paris 20ème,Amandiers,535000,4,3,54.0
1187,Paris 8ème,Triangle d'Or,6000000,5,3,180.0
1188,Paris 7ème,Saint Thomas d'Aquin,2850000,4,2,146.0
1189,Paris 9ème,Lafayette-Richer,1840000,6,4,170.69
1190,Paris 3ème,Enfants Rouges,630000,2,1,36.47
1191,Paris 17ème,Courcelles-Wagram,1820000,6,4,152.17
1192,Paris 8ème,Triangle d'Or,3950000,5,3,217.7
1194,Paris 6ème,Monnaie,1450000,3,2,84.0
1195,Paris 7ème,Gros Caillou,1260000,3,1,91.7
1196,Paris 6ème,Odéon,940000,2,1,55.0
1197,Paris 9ème,Lafayette-Richer,4950000,9,7,256.0
1198,Paris 6ème,Monnaie,1450000,3,2,84.0
1199,Paris 7ème,Gros Caillou,1260000,3,1,91.7
1200,Paris 16ème,Chaillot,1525000,3,2,80.0
1201,Paris 9ème,Lafayette-Richer,1900000,4,3,90.0
1202,Paris 16ème,Auteuil Nord,1050000,2,1,76.15
1205,Paris 6ème,Saint Placide,1850000,4,3,90.0
1208,Paris 20ème,Père Lachaise-Réunion,730000,3,2,56.82
1209,,,429000,2,1,40.01
1210,,,1399000,5,3,107.5
1211,,,3300000,6,4,204.0
1212,,,850000,2,1,53.0
1213,,,1525000,3,1,80.0
1214,,,935000,4,2,85.0
1215,,,615000,3,2,55.0
1217,,,3600000,9,6,417.0
1219,,,1990000,5,3,124.0
1220,Paris 1er,Palais Royal,2490000,5,3,160.79
1221,Paris 16ème,Muette Nord,1680000,5,3,110.0
1222,Paris 15ème,Citroën-Boucicaut,1085000,4,2,105.0
1223,Paris 14ème,Didot-Porte de Vanves,860000,4,3,95.6
1225,Paris 8ème,Saint Philippe du Roule,2450000,5,3,147.0
1226,Paris 4ème,Saint Gervais,1650000,2,1,99.0
1227,,,850707,4,2,94.0
1228,Paris 16ème,Chaillot,2300000,6,4,186.0
1230,Paris 14ème,Pernety,649000,3,2,56.0
1231,Paris 15ème,Citroën-Boucicaut,535000,2,1,46.2
1232,Paris 16ème,Muette Nord,5950000,9,4,245.0
1233,Paris 4ème,Arsenal,1155000,5,4,125.36
1234,Paris 6ème,Saint Germain des Prés,1499000,3,2,79.5
1236,Paris 7ème,Seine et Berges,1790000,5,3,128.11
1237,Paris 15ème,Alleray Procession,610000,3,2,61.0
1238,Paris 18ème,Montmartre,499000,2,1,31.91
1239,Paris 18ème,Grandes Carrières-Clichy,675000,2,1,53.0
1240,Paris 20ème,Père Lachaise-Réunion,519000,2,1,56.0
1241,Paris 12ème,Bel-Air Nord,676000,3,2,66.0
1242,Paris 16ème,Auteuil Sud,944580,3,1,71.04
1243,Paris 9ème,Trudaine-Maubeuge,2430000,6,4,173.0
1244,Paris 13ème,Dunois-Bibliothèque-Jeanne-d'Arc,345000,2,1,30.0
1245,,,1190000,3,2,67.0
1246,Paris 17ème,Ternes-Maillot,645000,3,1,51.5
1247,Paris 10ème,Faubourg du Temple-Hôpital Saint Louis,842400,4,3,76.62
1248,Paris 16ème,Muette Nord,3150000,9,6,225.0
1249,Paris 16ème,Muette Nord,3150000,9,6,225.0
1250,Paris 11ème,Bastille-Popincourt,728000,3,2,67.0
1251,Paris 5ème,Val de Grace,640000,2,1,51.32
1252,,,445000,2,1,42.0
1253,Paris 6ème,Odéon,1190000,4,1,83.0
1254,Paris 14ème,Raspail-Montparnasse,475000,2,1,40.0
1256,Paris 8ème,Hoche-Friedland,2575000,6,4,174.0
1257,Paris 13ème,Buttes Aux Cailles-Glacière,779000,4,3,80.0
1258,Paris 12ème,Jardin de Reuilly,560000,2,1,55.0
1259,Paris 9ème,Lorette-Martyrs,550000,2,1,45.0
1260,Paris 17ème,Pereire-Malesherbes,2042000,5,3,148.0
1261,Paris 15ème,Georges Brassens,472500,2,1,35.3
1262,Paris 10ème,Porte Saint Denis-Paradis,590000,2,1,51.25
1263,Paris 13ème,Buttes Aux Cailles-Glacière,390000,2,1,31.0
1264,Paris 15ème,Vaugirard-Parc des Expositions,967000,5,3,105.18
1265,,,1640000,5,2,150.0
1267,Paris 13ème,Croulebarbe,462000,2,1,55.0
1268,Paris 17ème,Clichy-Batignolles,875000,5,3,93.0
1269,Paris 20ème,Belleville,420000,2,1,46.0
1270,Paris 16ème,Auteuil Sud,1350000,3,2,107.0
1271,Paris 4ème,Saint Merri,650000,2,1,42.07
1272,Paris 15ème,Georges Brassens,818440,4,3,74.0
1273,Paris 14ème,Raspail-Montparnasse,1785000,3,1,90.0
1274,Paris 20ème,Gambetta,570000,4,3,80.02
1275,Paris 16ème,Auteuil Sud,570000,2,1,57.0
1276,,,425000,2,1,40.0
1277,Paris 14ème,Montsouris Dareau,1146000,4,3,115.15
1278,Paris 7ème,Invalides,1990000,4,2,112.5
1279,Paris 16ème,Auteuil Nord,795000,3,2,70.0
1280,Paris 18ème,Montmartre,1220000,5,3,104.49
1281,Paris 20ème,Père Lachaise-Réunion,550000,3,1,51.0
1282,Paris 17ème,Pereire-Malesherbes,1815000,7,5,166.0
1283,Paris 11ème,Belleville-Saint Maur,365000,2,1,33.0
1284,Paris 18ème,Goutte d'Or-Château Rouge,395000,2,1,30.0
1286,Paris 9ème,Trudaine-Maubeuge,1065000,5,3,88.0
1287,Paris 16ème,Auteuil Sud,998000,3,2,87.0
1288,Paris 20ème,Télégraphe-Pelleport Saint Fargeau,1350000,5,4,136.67
1289,Paris 20ème,Père Lachaise-Réunion,556500,3,2,56.25
1290,Paris 18ème,Clignancourt-Jules Joffrin,479000,2,1,44.0
1291,Paris 16ème,Chaillot,895000,3,2,66.0
1292,Paris 11ème,Nation-Alexandre Dumas,339200,2,1,22.6
1293,Paris 16ème,Auteuil Sud,1340000,4,3,106.0
1294,Paris 7ème,Gros Caillou,492000,2,1,30.0
1295,Paris 17ème,Legendre-Lévis,960000,3,1,84.0
1296,Paris 20ème,Télégraphe-Pelleport Saint Fargeau,810000,4,3,105.0
1297,Paris 11ème,Belleville-Saint Maur,509000,2,1,42.0
1298,Paris 11ème,Belleville-Saint Maur,509000,2,1,42.0
1300,Paris 17ème,Batignolles-Cardinet,370000,2,1,32.06
1301,Paris 16ème,Porte Dauphine,3250000,5,2,224.0
1302,Paris 14ème,Raspail-Montparnasse,486000,2,1,36.0
1303,Paris 11ème,Léon-Blum Folie-Regnault,799000,3,2,66.0
1304,Paris 12ème,Bois de Vincennes,799000,3,2,66.0
1305,Paris 8ème,Elysées-Madeleine,3200000,4,2,129.0
1307,Paris 12ème,Nation-Picpus,445000,2,1,45.0
1308,Paris 15ème,Emeriau-Zola,991500,4,2,108.75
1309,Paris 14ème,Mouton Duvernet,4500000,5,4,156.0
1310,Paris 7ème,Gros Caillou,850000,4,2,65.0
1311,Paris 16ème,Porte Dauphine,1290000,2,1,82.0
1312,Paris 12ème,Jardin de Reuilly,650000,4,3,76.53
1314,Paris 18ème,La Chapelle-Marx Dormoy,577500,3,2,72.0
1315,Paris 18ème,Montmartre,700000,2,1,52.0
1316,Paris 14ème,Pernety,1335000,5,3,115.46
1317,Paris 18ème,Montmartre,668000,2,1,57.57
1318,Paris 10ème,Grange Aux Belles-Terrage,1250000,4,2,101.0
1319,Paris 18ème,Montmartre,605000,3,1,61.0
1320,,,399500,2,1,42.39
1321,Paris 6ème,Odéon,1190000,3,2,82.0
1322,Paris 12ème,Bel-Air Sud,431500,2,1,42.0
1323,Paris 4ème,Arsenal,2110000,4,3,131.0
1324,Paris 10ème,Grange Aux Belles-Terrage,1250000,4,2,101.0
1326,Paris 13ème,Olympiades-Choisy,1335000,4,2,100.0
1327,Paris 12ème,Bel-Air Sud,431500,2,1,42.0
1328,Paris 7ème,Saint Thomas d'Aquin,1670000,3,1,87.0
1329,Paris 6ème,Saint Germain des Prés,4250000,5,3,150.12
1330,Paris 15ème,Pasteur Montparnasse,910000,3,2,80.0
1331,Paris 20ème,Gambetta,1195000,6,4,102.0
1332,Paris 20ème,Télégraphe-Pelleport Saint Fargeau,760000,4,3,97.0
1333,Paris 20ème,Père Lachaise-Réunion,476000,2,1,48.44
1334,Paris 10ème,Louis Blanc-Aqueduc,670000,3,2,62.0
1335,Paris 8ème,Mairie,1145000,4,3,91.0
1336,Paris 18ème,Montmartre,1295000,5,3,100.0
1337,Paris 7ème,Gros Caillou,1020000,4,3,87.15
1338,Paris 16ème,Auteuil Sud,895000,4,2,87.0
1339,Paris 16ème,Muette Sud,1550000,5,2,156.75
1340,Paris 7ème,Gros Caillou,495000,2,1,28.0
1341,Paris 11ème,Nation-Alexandre Dumas,339200,2,1,22.6
1342,Paris 14ème,Jean Moulin-Porte d'Orléans,766500,3,1,63.2
1343,Paris 20ème,Belleville,580000,4,3,75.0
1344,Paris 11ème,Bastille-Popincourt,549900,2,1,45.3
1345,Paris 18ème,Montmartre,420000,2,2,46.0
1346,Paris 15ème,Emeriau-Zola,912000,4,3,93.57
1347,Paris 6ème,Odéon,1195000,4,2,80.24
1348,Paris 18ème,Montmartre,525000,2,1,43.92
1349,Paris 14ème,Jean Moulin-Porte d'Orléans,1150000,4,2,103.0
1350,Paris 18ème,Amiraux-Simplon-Poissonniers,1970000,5,4,111.0
1351,Paris 8ème,Triangle d'Or,2435000,5,3,172.28
1352,Paris 15ème,Georges Brassens,923000,4,3,92.93
1353,,,930000,4,2,95.0
1354,Paris 12ème,Jardin de Reuilly,650000,4,3,76.53
1355,Paris 16ème,Muette Sud,1170000,4,2,89.0
1356,,,900000,4,2,92.0
1357,Paris 6ème,Odéon,1195000,4,2,80.24
1358,Paris 8ème,Saint Philippe du Roule,1100000,2,1,54.0
1360,Paris 19ème,Pont de Flandre,599000,4,3,87.0
1361,Paris 13ème,Dunois-Bibliothèque-Jeanne-d'Arc,1350000,4,3,92.71
1362,Paris 10ème,Louis Blanc-Aqueduc,605000,3,2,65.0
1363,Paris 11ème,République-Saint Ambroise,965000,4,2,87.39
1364,,,700000,5,4,100.0
1365,Paris 15ème,Alleray Procession,724900,3,1,67.15
1368,Paris 14ème,Raspail-Montparnasse,730000,3,1,50.0
1369,Paris 12ème,Vallée de Fécamp,1200000,4,3,91.5
1370,Paris 16ème,Porte Dauphine,1460000,4,3,90.0
1372,Paris 14ème,Mouton Duvernet,612000,3,2,59.0
1373,Paris 15ème,Vaugirard-Parc des Expositions,655000,2,1,53.65
1374,Paris 18ème,Clignancourt-Jules Joffrin,1350000,6,5,155.0
1375,Paris 14ème,Jean Moulin-Porte d'Orléans,924000,3,1,78.0
1377,Paris 6ème,Odéon,1635000,2,1,62.0
1378,Paris 7ème,Invalides,1300000,3,1,75.0
1379,Paris 4ème,Île Saint Louis,1709996,2,2,114.0
1380,,,545000,3,1,50.0
1381,Paris 20ème,Père Lachaise-Réunion,515000,3,2,54.0
1383,Paris 3ème,Arts et Métiers,518000,2,1,42.1
1384,Paris 16ème,Muette Sud,1722000,6,4,136.0
1385,Paris 16ème,Porte Dauphine,2860000,6,4,221.0
1387,Paris 16ème,Porte Dauphine,1120000,4,2,82.0
1389,Paris 14ème,Mouton Duvernet,2850000,4,3,107.45
1390,Paris 18ème,Goutte d'Or-Château Rouge,1390000,5,4,95.56
1391,Paris 10ème,Faubourg du Temple-Hôpital Saint Louis,1250000,3,1,100.0
1392,Paris 14ème,Montsouris Dareau,280000,2,1,28.0
1393,,,1190000,4,2,105.0
1394,,,440000,2,1,47.0
1395,,,340000,2,1,38.0
1396,,,760000,3,2,68.16
1397,,,1295000,3,2,81.1
1398,,,635000,2,1,34.03
1399,,,675000,3,2,65.0
1400,,,590000,3,2,77.0
1401,,,369000,2,1,38.0
1402,,,795000,3,2,77.05
1403,,,2370000,5,3,132.0
1404,,,550000,3,2,65.0
1405,,,519000,2,1,39.55
1406,,,1820000,5,2,207.0
1407,,,493500,3,2,51.9
1408,,,574000,3,1,53.8
1409,,,365000,2,1,35.0
1410,,,649000,3,2,66.0
1411,,,1894000,6,4,168.0
1412,,,1220000,5,2,115.0
1413,,,587000,3,2,69.0
1414,,,659000,2,1,38.0
1415,,,913500,3,2,83.0
1417,,,1980000,4,3,130.0
1419,,,650000,3,1,76.11
1420,,,630000,3,2,51.0
1421,,,695000,4,3,70.45
1422,,,3100000,4,2,148.62
1423,,,3100000,4,2,148.62
1424,,,695000,4,3,70.45
1425,,,2350000,5,3,142.0
1426,,,1049000,4,3,78.0
1427,,,679000,3,2,60.0
1428,,,495000,3,1,48.0
1429,,,630000,3,1,50.93
1431,,,585000,3,2,73.33
1432,,,849000,3,2,69.0
1433,,,426000,2,1,40.56
1434,,,630000,2,1,55.0
1437,,,478000,2,1,40.0
1438,,,420000,4,3,99.0
1439,,,1243840,4,3,126.0
1440,,,1570000,6,1,161.0
1441,,,529000,2,1,48.8
1446,,,755000,3,2,50.0
1448,,,465000,2,1,36.0
1449,Paris 18ème,Amiraux-Simplon-Poissonniers,472500,2,1,45.0
1450,Paris 18ème,Clignancourt-Jules Joffrin,1280000,4,2,102.0
1452,Paris 19ème,Danube-Porte des Lilas,525000,3,2,71.0
1453,Paris 15ème,Georges Brassens,660000,2,1,53.65
1454,Paris 18ème,Goutte d'Or-Château Rouge,579900,3,2,74.48
1455,Paris 8ème,Triangle d'Or,3950000,5,3,160.6
1456,Paris 7ème,Gros Caillou,900000,3,2,57.0
1457,Paris 10ème,Chateau d'Eau-Lancry,700000,3,2,53.2
1459,Paris 9ème,Trudaine-Maubeuge,1470000,4,2,70.19
1460,Paris 12ème,Bel-Air Sud,615000,2,1,53.0
1461,Paris 8ème,Mairie,1265000,5,3,92.0
1462,Paris 7ème,Saint Thomas d'Aquin,2680000,4,2,127.0
1463,Paris 5ème,Sorbonne,530000,2,1,34.0
1465,Paris 6ème,Saint Germain des Prés,1600000,2,1,80.0
1466,Paris 6ème,Saint Germain des Prés,840000,2,1,47.15
1467,Paris 19ème,Buttes Chaumont,490000,2,1,53.0
1469,Paris 18ème,Goutte d'Or-Château Rouge,330750,2,1,43.0
1471,Paris 6ème,Rennes,2300000,5,4,133.0
1473,Paris 6ème,Saint Germain des Prés,1260000,3,2,71.91
1475,,,948000,4,2,95.1
1476,,,1040000,5,3,113.0
1477,,,299000,2,1,34.0
1478,Paris 10ème,Porte Saint Denis-Paradis,975000,4,3,88.15
1479,Paris 11ème,Bastille-Popincourt,775000,3,2,66.0
1480,Paris 16ème,Muette Nord,5950000,8,4,248.05
1481,Paris 16ème,Chaillot,1800000,4,2,111.0
1482,Paris 10ème,Porte Saint Denis-Paradis,1395000,6,4,118.77
1483,Paris 8ème,Elysées-Madeleine,2000000,5,3,122.0
1484,Paris 13ème,Buttes Aux Cailles-Glacière,870000,4,2,92.0
1485,Paris 6ème,Rennes,630000,2,1,41.08
1486,Paris 10ème,Porte Saint Denis-Paradis,1690000,5,4,139.14
1487,,,699000,3,2,80.0
1488,Paris 1er,Saint Germain l'Auxerrois,18000000,8,5,400.0
1490,Paris 6ème,Monnaie,420000,2,1,42.69
1491,Paris 6ème,Monnaie,2650000,6,3,135.0
1492,Paris 15ème,Dupleix-Motte Picquet,1136000,3,2,70.0
1493,Paris 16ème,Muette Nord,5650000,9,4,377.0
1494,Paris 11ème,Nation-Alexandre Dumas,620000,3,2,57.0
1496,Paris 18ème,Grandes Carrières-Clichy,1495000,5,4,150.0
1497,Paris 8ème,Hoche-Friedland,1970000,4,2,88.0
1499,Paris 5ème,Val de Grace,2760000,5,4,148.18
1500,Paris 7ème,Ecole Militaire,2325000,6,4,129.8
1501,Paris 11ème,Bastille-Popincourt,1030000,3,2,99.0
1502,Paris 4ème,Saint Gervais,667000,2,1,45.0
1503,Paris 13ème,Salpêtrière-Austerlitz,790000,4,1,82.0
1504,Paris 17ème,Clichy-Batignolles,990000,5,3,110.0
1505,Paris 6ème,Monnaie,1450000,3,2,85.5
1506,Paris 10ème,Porte Saint Denis-Paradis,1500000,4,2,108.52
1508,Paris 1er,Vendôme,305000,2,1,19.86
1509,Paris 16ème,Chaillot,5950000,7,4,245.05
1510,Paris 1er,Palais Royal,2670000,5,3,155.63
1511,,,1000000,5,3,103.0
1512,Paris 16ème,Porte Dauphine,1250000,4,2,84.75
1513,Paris 19ème,Danube-Porte des Lilas,690000,5,3,106.0
1514,Paris 9ème,Lafayette-Richer,705000,3,1,49.19
1515,Paris 3ème,Enfants Rouges,680000,2,1,51.0
1516,Paris 18ème,Clignancourt-Jules Joffrin,1155000,4,2,85.0
1518,Paris 19ème,Buttes Chaumont,478000,2,1,43.0
1519,,,1150000,5,3,101.11
1520,Paris 10ème,Porte Saint Denis-Paradis,1050000,4,2,72.88
1521,Paris 8ème,Mairie,1700000,5,3,126.64
1522,,,1700000,5,3,126.64
1523,Paris 13ème,Salpêtrière-Austerlitz,599000,3,2,54.79
1524,Paris 6ème,Monnaie,1450000,3,2,85.5
1525,Paris 10ème,Porte Saint Denis-Paradis,1500000,4,2,108.52
1526,Paris 16ème,Porte Dauphine,492000,2,1,41.0
1527,Paris 16ème,Chaillot,5950000,7,4,245.05
1528,Paris 9ème,Lorette-Martyrs,1690000,6,3,150.36
1529,,,1000000,5,3,103.0
1530,Paris 16ème,Porte Dauphine,1250000,4,2,84.75
1531,Paris 19ème,Danube-Porte des Lilas,690000,5,3,106.0
1532,Paris 9ème,Lafayette-Richer,705000,3,1,49.19
1533,Paris 3ème,Enfants Rouges,680000,2,1,51.0
1535,Paris 14ème,Jean Moulin-Porte d'Orléans,1130000,4,3,86.43
1536,Paris 17ème,Batignolles-Cardinet,685000,2,1,56.0
1538,Paris 19ème,Buttes Chaumont,478000,2,1,43.0
1539,Paris 19ème,Buttes Chaumont,560000,2,1,58.0
1540,Paris 16ème,Chaillot,3990000,6,3,200.0
1541,Paris 11ème,Belleville-Saint Maur,1850000,7,5,140.0
1542,Paris 14ème,Jean Moulin-Porte d'Orléans,805000,5,3,78.03
1543,Paris 7ème,Saint Thomas d'Aquin,1420000,3,2,61.0
1544,Paris 9ème,Clichy-Trinité,950000,4,2,79.4
1545,Paris 3ème,Enfants Rouges,575000,2,1,35.0
1546,Paris 10ème,Faubourg du Temple-Hôpital Saint Louis,820000,3,2,64.0
1547,Paris 8ème,Mairie,470000,2,1,36.0
1548,Paris 13ème,Croulebarbe,420500,2,1,40.57
1549,Paris 10ème,Porte Saint Denis-Paradis,598000,3,2,56.1
1550,Paris 17ème,Batignolles-Cardinet,1895000,7,4,180.34
1551,Paris 17ème,Epinettes-Bessières,1250000,4,2,99.4
1552,Paris 3ème,Archives,630000,2,1,38.27
1553,,,500000,3,2,50.0
1554,Paris 19ème,Pont de Flandre,352000,2,1,41.5
1555,Paris 16ème,Auteuil Nord,1950000,5,3,164.9
1556,Paris 13ème,Bièvres Sud Tolbiac,520000,2,1,39.0
1557,Paris 6ème,Odéon,2000000,4,3,105.0
1558,Paris 6ème,Odéon,2000000,4,2,105.0
1559,Paris 4ème,Saint Merri,1025000,4,3,80.0
1560,Paris 14ème,Jean Moulin-Porte d'Orléans,1894000,6,4,168.0
1561,Paris 13ème,Olympiades-Choisy,1360000,4,2,96.0
1562,Paris 6ème,Notre Dame des Champs,599000,2,1,50.0
1563,Paris 16ème,Chaillot,1550000,5,2,106.0
1564,Paris 16ème,Porte Dauphine,5700000,8,4,427.6
1566,Paris 17ème,Epinettes-Bessières,700400,3,2,62.0
1567,,,500000,3,1,50.0
1568,Paris 18ème,Grandes Carrières-Clichy,1799000,5,3,147.0
1569,Paris 15ème,Georges Brassens,1390000,5,4,121.2
1570,Paris 8ème,Triangle d'Or,6500000,5,2,257.0
1571,,,2800000,8,5,237.42
1572,Paris 7ème,Gros Caillou,2310000,4,2,111.7
1573,Paris 3ème,Sainte Avoie,1595000,3,2,84.82
1574,,,5000000,5,4,228.0
1575,Paris 10ème,Louis Blanc-Aqueduc,580000,3,2,57.63
1576,Paris 3ème,Enfants Rouges,1165000,4,1,90.0
1577,Paris 16ème,Porte Dauphine,1975000,4,3,150.0
1578,Paris 16ème,Muette Nord,5600000,6,2,200.0
1579,Paris 15ème,Emeriau-Zola,651000,2,1,56.0
1580,Paris 10ème,Saint Vincent de Paul-Lariboisière,1050000,3,2,103.0
1581,Paris 9ème,Lorette-Martyrs,2720000,6,5,210.0
1582,Paris 8ème,Triangle d'Or,6500000,5,2,257.0
1583,,,2800000,8,5,237.42
1584,Paris 20ème,Télégraphe-Pelleport Saint Fargeau,677500,3,2,79.0
1585,Paris 15ème,Alleray Procession,765000,2,1,78.1
1586,Paris 15ème,Vaugirard-Parc des Expositions,1430000,6,3,154.0
1587,Paris 19ème,Pont de Flandre,397000,2,1,48.14
1588,Paris 15ème,Vaugirard-Parc des Expositions,1360000,4,2,91.85
1589,Paris 4ème,Île Saint Louis,1151800,3,2,79.0
1590,Paris 18ème,La Chapelle-Marx Dormoy,498000,2,1,42.0
1591,Paris 6ème,Monnaie,1200000,3,2,58.0
1592,Paris 11ème,République-Saint Ambroise,1020000,3,2,82.5
1593,Paris 5ème,Val de Grace,560000,2,1,41.0
1594,Paris 5ème,Saint Victor,834300,2,1,57.0
1595,Paris 18ème,Clignancourt-Jules Joffrin,1144000,4,2,79.0
1596,Paris 15ème,Emeriau-Zola,850000,4,2,95.0
1597,Paris 7ème,Ecole Militaire,4400000,8,4,238.0
1598,Paris 19ème,Bas Belleville,699000,3,2,67.0
1599,Paris 15ème,Citroën-Boucicaut,860000,4,3,81.18
1603,Paris 19ème,Buttes Chaumont,505000,2,1,49.0
1604,Paris 16ème,Porte Dauphine,7530000,9,4,464.0
1605,Paris 18ème,Goutte d'Or-Château Rouge,367500,2,1,35.0
1606,Paris 17ème,Champerret-Berthier,630000,2,1,57.67
1607,Paris 20ème,Amandiers,895000,5,3,91.0
1608,Paris 8ème,Saint Philippe du Roule,780000,2,1,62.82
1609,Paris 8ème,Parc Monceau,3740000,6,4,245.0
1610,Paris 18ème,Grandes Carrières-Clichy,950000,3,2,70.0
1611,Paris 16ème,Porte Dauphine,1890000,4,2,122.0
1612,Paris 4ème,Saint Gervais,549000,2,1,45.54
1613,Paris 2ème,Sentier-Bonne Nouvelle,1984500,4,2,141.0
1614,Paris 8ème,Elysées-Madeleine,514900,2,1,40.0
1615,Paris 16ème,Auteuil Sud,755000,3,2,78.0
1616,Paris 18ème,Clignancourt-Jules Joffrin,1144000,4,2,79.0
1617,Paris 15ème,Emeriau-Zola,850000,4,2,95.0
1618,Paris 18ème,Montmartre,475000,2,1,48.7
1619,Paris 18ème,Grandes Carrières-Clichy,1458330,5,4,150.0
1620,,,625000,2,1,32.0
1621,Paris 5ème,Sorbonne,672000,2,1,43.0
1622,Paris 13ème,Salpêtrière-Austerlitz,695000,5,4,99.0
1623,Paris 19ème,Buttes Chaumont,517000,2,1,49.0
1624,Paris 17ème,Batignolles-Cardinet,337000,3,2,31.0
1625,Paris 1er,Les Halles,1400000,3,2,90.0
1626,Paris 17ème,Epinettes-Bessières,1250000,4,2,99.4
1628,Paris 8ème,Saint Philippe du Roule,2392000,5,3,151.0
1629,Paris 18ème,Goutte d'Or-Château Rouge,505000,2,1,51.82
1630,Paris 16ème,Chaillot,1350000,3,1,90.0
1631,Paris 17ème,Champerret-Berthier,1976000,6,4,165.4
1632,Paris 19ème,Manin-Jaurès,455000,3,2,60.0
1633,Paris 16ème,Chaillot,2100000,6,4,157.0
1634,,,1350000,4,3,105.0
1635,Paris 17ème,Champerret-Berthier,1350000,4,3,105.0
1636,Paris 20ème,Saint Blaise,667000,3,2,73.0
1637,Paris 11ème,République-Saint Ambroise,1090000,4,2,85.03
1638,Paris 18ème,Montmartre,990000,4,3,80.42
1639,,,1000000,5,3,100.0
1640,Paris 10ème,Louis Blanc-Aqueduc,1000000,5,3,100.0
1641,Paris 14ème,Raspail-Montparnasse,2885000,4,2,123.0
1643,Paris 18ème,Clignancourt-Jules Joffrin,800000,4,2,80.0
1644,Paris 11ème,Belleville-Saint Maur,572400,3,2,44.66
1645,Paris 18ème,Grandes Carrières-Clichy,645000,3,2,63.0
1646,Paris 20ème,Télégraphe-Pelleport Saint Fargeau,651000,3,2,76.47
1647,Paris 3ème,Arts et Métiers,539000,2,1,46.04
1648,Paris 20ème,Saint Blaise,570000,3,2,56.0
1649,Paris 16ème,Muette Nord,675000,2,1,54.0
1650,Paris 17ème,Champerret-Berthier,1976000,6,4,165.4
1651,Paris 19ème,Manin-Jaurès,455000,3,2,60.0
1652,Paris 16ème,Chaillot,2100000,6,4,157.0
1653,,,1350000,4,3,105.0
1654,Paris 17ème,Champerret-Berthier,1350000,4,3,105.0
1655,Paris 18ème,Grandes Carrières-Clichy,645000,3,2,63.0
1656,Paris 20ème,Télégraphe-Pelleport Saint Fargeau,651000,3,2,76.47
1657,,,695000,3,2,73.0
1658,Paris 20ème,Saint Blaise,667000,3,2,73.0
1659,Paris 16ème,Porte Dauphine,805000,3,2,63.0
1660,Paris 11ème,République-Saint Ambroise,1090000,4,2,85.03
1661,Paris 12ème,Bel-Air Nord,535000,2,1,58.0
1662,Paris 14ème,Jean Moulin-Porte d'Orléans,420000,2,1,39.0
1663,Paris 3ème,Arts et Métiers,1391000,5,4,120.0
1665,Paris 13ème,Nationale-Deux Moulins,980000,4,2,85.0
1667,Paris 10ème,Chateau d'Eau-Lancry,635000,4,3,61.0
1668,Paris 4ème,Arsenal,799000,2,1,60.0
