,ville_raw,quartier_raw,price_raw,room_nb_raw,bedroom_nb_raw,surface_raw
3035,Paris 17ème,Courcelles-Wagram,660000,3,1,64.0
3036,Paris 8ème,Saint Philippe du Roule,6100000,6,3,177.0
3038,,,549000,2,1,49.0
3039,Paris 16ème,Porte Dauphine,1880000,5,3,148.0
3040,Paris 7ème,Gros Caillou,625000,2,1,51.38
3041,Paris 4ème,Île de la Cité,3950000,5,3,158.0
3042,Paris 18ème,Grandes Carrières-Clichy,749000,3,2,63.0
3043,Paris 16ème,Auteuil Sud,849000,5,3,96.51
3044,Paris 7ème,Invalides,5800000,8,5,330.0
3047,Paris 8ème,Triangle d'Or,3750000,5,3,174.5
3048,Paris 17ème,La Fourche-Guy Môquet,589000,3,2,70.0
3049,Paris 18ème,La Chapelle-Marx Dormoy,668000,5,1,87.5
3050,Paris 9ème,Trudaine-Maubeuge,1190000,4,3,113.43
3051,Paris 12ème,Aligre-Gare de Lyon,2300000,6,4,189.0
3052,Paris 8ème,Triangle d'Or,2835000,4,3,105.0
3053,Paris 8ème,Hoche-Friedland,1340000,5,2,105.0
3054,Paris 14ème,Jean Moulin-Porte d'Orléans,640000,3,2,61.0
3056,Paris 15ème,Pasteur Montparnasse,410000,2,1,50.0
3057,Paris 17ème,Champerret-Berthier,344500,2,1,60.0
3058,Paris 11ème,Bastille-Popincourt,1575000,4,3,118.0
3060,Paris 8ème,Hoche-Friedland,5700000,7,4,283.05
3061,Paris 11ème,République-Saint Ambroise,415000,2,1,37.0
3062,Paris 1er,Les Halles,730000,2,1,56.92
3063,Paris 13ème,Olympiades-Choisy,950000,4,3,86.24
3064,Paris 10ème,Faubourg du Temple-Hôpital Saint Louis,249000,2,1,22.0
3065,Paris 13ème,Dunois-Bibliothèque-Jeanne-d'Arc,834000,5,4,83.0
3066,Paris 18ème,Clignancourt-Jules Joffrin,1290000,4,3,120.0
3067,Paris 16ème,Chaillot,9450000,6,3,271.0
3068,Paris 20ème,Télégraphe-Pelleport Saint Fargeau,489000,2,1,48.0
3069,Paris 16ème,Chaillot,5100000,8,5,380.0
3070,Paris 5ème,Jardin des Plantes,478400,3,1,34.45
3071,Paris 8ème,Parc Monceau,5700000,8,4,283.05
3072,Paris 19ème,Manin-Jaurès,825000,4,3,87.0
3073,Paris 17ème,Pereire-Malesherbes,1725000,5,3,152.6
3074,Paris 17ème,Courcelles-Wagram,660000,3,1,64.0
3075,Paris 8ème,Saint Philippe du Roule,6100000,6,3,177.0
3077,,,549000,2,1,49.0
3078,Paris 16ème,Porte Dauphine,1880000,5,3,148.0
3079,Paris 7ème,Gros Caillou,625000,2,1,51.38
3080,Paris 4ème,Île de la Cité,3950000,5,3,158.0
3081,Paris 18ème,Grandes Carrières-Clichy,749000,3,2,63.0
3082,Paris 16ème,Auteuil Sud,849000,5,3,96.51
3083,Paris 7ème,Invalides,5800000,8,5,330.0
3086,Paris 12ème,Aligre-Gare de Lyon,445000,2,1,38.75
3087,Paris 11ème,République-Saint Ambroise,1930000,6,5,131.0
3088,Paris 8ème,Hoche-Friedland,1290000,4,2,75.09
3089,Paris 4ème,Saint Gervais,667000,2,1,45.0
3090,Paris 16ème,Auteuil Sud,2950000,6,4,172.0
3091,Paris 16ème,Chaillot,2380000,7,4,195.74
3092,Paris 6ème,Monnaie,4290000,4,3,151.0
3093,Paris 19ème,Bas Belleville,719000,4,2,91.0
3094,Paris 17ème,Courcelles-Wagram,1944320,5,3,173.6
3095,Paris 14ème,Mouton Duvernet,1950000,5,4,143.08
3096,Paris 11ème,République-Saint Ambroise,1795000,4,2,133.58
3098,Paris 15ème,Violet Commerce,1240000,7,3,130.05
3099,Paris 16ème,Porte Dauphine,3397000,8,4,264.53
3100,Paris 7ème,Saint Thomas d'Aquin,2980000,4,3,119.0
3101,Paris 7ème,Saint Thomas d'Aquin,598000,2,1,34.0
3102,Paris 7ème,Saint Thomas d'Aquin,3200000,4,2,137.0
3104,Paris 5ème,Val de Grace,2350000,6,4,168.0
3106,Paris 16ème,Auteuil Nord,1417500,2,1,43.0
3107,Paris 7ème,Invalides,4472000,6,3,227.0
3108,Paris 12ème,Vallée de Fécamp,579000,2,1,51.0
3109,Paris 7ème,Saint Thomas d'Aquin,445000,3,2,36.0
3110,Paris 6ème,Rennes,1550000,3,2,89.12
3111,Paris 9ème,Clichy-Trinité,820000,2,1,56.0
3113,Paris 6ème,Saint Placide,2200000,4,3,93.0
3114,Paris 5ème,Sorbonne,2450000,3,2,158.02
3115,Paris 17ème,Champerret-Berthier,1650000,5,3,150.0
3116,,,599000,2,2,61.35
3117,Paris 11ème,Belleville-Saint Maur,850000,5,4,92.58
3118,Paris 5ème,Jardin des Plantes,1240000,5,3,100.05
3119,Paris 17ème,Legendre-Lévis,1650000,4,1,140.0
3120,Paris 8ème,Triangle d'Or,1200000,2,1,64.0
3121,Paris 8ème,Triangle d'Or,3200000,4,2,130.0
3122,Paris 8ème,Triangle d'Or,2500000,6,4,180.5
3123,Paris 16ème,Muette Nord,2900000,7,6,245.0
3124,Paris 16ème,Muette Nord,1120000,5,3,98.75
3125,Paris 16ème,Auteuil Sud,599000,2,1,50.3
3126,Paris 16ème,Auteuil Nord,2300000,5,2,157.0
3127,Paris 13ème,Dunois-Bibliothèque-Jeanne-d'Arc,1083300,4,3,86.0
3128,,,4200000,5,3,173.35
3129,,,5800000,5,1,300.0
3130,Paris 12ème,Bel-Air Sud,770000,3,2,77.0
3131,Paris 12ème,Bel-Air Sud,750000,3,2,76.0
3132,Paris 15ème,Vaugirard-Parc des Expositions,748800,3,2,70.32
3133,Paris 7ème,Saint Thomas d'Aquin,1800000,5,3,100.0
3134,Paris 8ème,Triangle d'Or,2390000,3,2,92.0
3135,Paris 15ème,Dupleix-Motte Picquet,1850000,5,3,110.0
3136,Paris 13ème,Dunois-Bibliothèque-Jeanne-d'Arc,888800,3,2,70.0
3137,Paris 17ème,Batignolles-Cardinet,685000,2,1,70.0
3138,Paris 8ème,Saint Philippe du Roule,6500000,7,4,272.0
3139,Paris 17ème,Pereire-Malesherbes,2484900,6,4,225.9
3140,Paris 16ème,Bois de Boulogne,1390000,5,2,128.28
3141,Paris 8ème,Hoche-Friedland,6800000,4,3,185.95
3142,Paris 10ème,Faubourg du Temple-Hôpital Saint Louis,2000000,8,5,255.0
3143,Paris 14ème,Mouton Duvernet,394000,3,2,66.0
3144,Paris 18ème,Montmartre,2200000,5,4,145.0
3145,Paris 14ème,Raspail-Montparnasse,4500000,5,4,156.0
3146,Paris 11ème,République-Saint Ambroise,815000,3,2,72.0
3147,Paris 19ème,Manin-Jaurès,890000,5,3,113.0
3148,Paris 13ème,Nationale-Deux Moulins,993000,4,3,80.0
3149,Paris 15ème,Vaugirard-Parc des Expositions,963000,3,2,85.0
3150,Paris 13ème,Nationale-Deux Moulins,1362000,5,4,111.0
3151,Paris 14ème,Raspail-Montparnasse,2200000,4,2,155.0
3152,Paris 16ème,Porte Dauphine,1690000,5,3,130.71
3153,Paris 4ème,Saint Gervais,1709000,3,1,117.0
3154,Paris 14ème,Raspail-Montparnasse,2200000,4,2,154.49
3155,,,1950000,2,1,70.0
3156,Paris 18ème,Clignancourt-Jules Joffrin,1830000,5,2,170.0
3157,Paris 17ème,Legendre-Lévis,1680000,5,2,140.0
3158,Paris 16ème,Chaillot,1950000,6,4,171.36
3159,Paris 13ème,Nationale-Deux Moulins,968200,4,3,86.1
3160,Paris 8ème,Triangle d'Or,1100000,3,2,75.0
3161,,,1700000,6,4,173.6
3162,Paris 16ème,Porte Dauphine,2700000,8,4,265.0
3163,Paris 4ème,Arsenal,1595000,4,3,100.0
3164,Paris 15ème,Emeriau-Zola,1145000,5,3,92.0
3165,Paris 17ème,La Fourche-Guy Môquet,519000,3,2,57.0
3166,Paris 15ème,Vaugirard-Parc des Expositions,620000,3,2,55.0
3167,Paris 16ème,Auteuil Sud,3645800,8,6,257.0
3168,,,910000,4,2,75.0
3169,Paris 4ème,Arsenal,1145000,5,4,84.24
3170,Paris 14ème,Raspail-Montparnasse,1900000,5,3,113.5
3172,Paris 13ème,Croulebarbe,1200000,4,2,97.0
3173,Paris 13ème,Bièvres Sud Tolbiac,785000,4,3,85.0
3174,Paris 13ème,Nationale-Deux Moulins,490000,2,1,39.1
3175,Paris 6ème,Notre Dame des Champs,234000,2,1,16.0
3176,,,1495000,3,2,80.9
3177,Paris 16ème,Auteuil Sud,940000,4,2,93.0
3178,,,2420000,5,3,117.4
3179,Paris 16ème,Chaillot,7900000,7,4,317.05
3180,Paris 16ème,Chaillot,310,6,2,260.0
3181,Paris 3ème,Arts et Métiers,835000,3,1,68.0
3182,Paris 6ème,Odéon,2950000,4,2,140.0
3183,Paris 16ème,Auteuil Nord,1550000,5,3,111.19
3184,Paris 6ème,Saint Germain des Prés,1352000,3,2,71.91
3186,Paris 17ème,Pereire-Malesherbes,1290000,4,3,121.0
3187,Paris 16ème,Muette Nord,7350000,8,4,322.0
3188,Paris 13ème,Buttes Aux Cailles-Glacière,998400,4,3,100.01
3190,Paris 1er,Vendôme,1850000,4,3,105.0
3191,Paris 16ème,Porte Dauphine,8000000,7,6,355.45
3192,Paris 16ème,Muette Nord,1575000,4,2,103.14
3193,Paris 19ème,Manin-Jaurès,839000,4,3,108.0
3194,,,1145000,4,2,84.0
3195,Paris 18ème,La Chapelle-Marx Dormoy,580000,3,2,70.0
3196,,,1145000,4,2,84.0
3197,Paris 18ème,La Chapelle-Marx Dormoy,580000,3,2,70.0
3198,Paris 7ème,Invalides,4472000,6,3,227.0
3199,Paris 20ème,Gambetta,695000,4,3,92.3
3200,Paris 6ème,Rennes,1550000,3,2,89.12
3201,Paris 18ème,Clignancourt-Jules Joffrin,485000,2,1,40.0
3202,Paris 7ème,Saint Thomas d'Aquin,3120000,3,2,133.0
3203,Paris 15ème,Cambronne-Garibaldi,566500,3,2,58.0
3204,Paris 9ème,Clichy-Trinité,820000,2,1,56.0
3205,Paris 17ème,Champerret-Berthier,1650000,5,3,150.0
3206,Paris 4ème,Saint Gervais,1595000,4,2,96.08
3207,Paris 5ème,Jardin des Plantes,1240000,5,3,100.05
3208,Paris 11ème,Léon-Blum Folie-Regnault,449000,2,1,33.0
3209,Paris 17ème,Legendre-Lévis,1650000,4,1,140.0
3210,Paris 18ème,Clignancourt-Jules Joffrin,539000,2,1,53.0
3211,Paris 17ème,Pereire-Malesherbes,1100000,4,2,92.45
3212,Paris 15ème,Dupleix-Motte Picquet,1199000,5,3,94.0
3213,Paris 16ème,Porte Dauphine,895000,4,2,67.0
3214,Paris 9ème,Trudaine-Maubeuge,739000,3,2,64.0
3215,Paris 2ème,Montorgueil-Saint Denis,1256600,2,1,75.75
3218,Paris 7ème,Ecole Militaire,3120000,5,3,139.0
3219,Paris 6ème,Monnaie,495000,2,1,32.0
3220,,,3750000,7,3,230.0
3221,,,1690000,5,3,116.9
3223,Paris 10ème,Saint Vincent de Paul-Lariboisière,1050000,4,2,100.83
3224,Paris 14ème,Pernety,1590000,6,5,150.0
3225,Paris 18ème,Goutte d'Or-Château Rouge,1373000,5,3,135.0
3226,Paris 15ème,Emeriau-Zola,1995000,5,4,224.0
3227,Paris 17ème,Courcelles-Wagram,438000,2,1,35.0
3229,Paris 17ème,La Fourche-Guy Môquet,788000,3,1,62.0
3230,Paris 17ème,Courcelles-Wagram,1820000,6,4,152.0
3231,Paris 8ème,Triangle d'Or,1980000,3,1,80.0
3232,Paris 20ème,Père Lachaise-Réunion,850000,4,2,85.0
3233,Paris 14ème,Raspail-Montparnasse,2835000,7,4,203.0
3234,Paris 18ème,Goutte d'Or-Château Rouge,620000,4,2,69.0
3235,Paris 18ème,La Chapelle-Marx Dormoy,320000,2,1,31.0
3237,Paris 17ème,Courcelles-Wagram,429000,2,1,37.0
3238,Paris 13ème,Patay-Masséna,670000,3,2,63.0
3239,Paris 7ème,Saint Thomas d'Aquin,1250000,2,1,49.16
3241,Paris 9ème,Provence Opéra,3250000,5,4,165.0
3242,Paris 14ème,Mouton Duvernet,4950000,6,4,258.0
3243,Paris 19ème,Buttes Chaumont,660000,4,3,86.0
3244,,,3250000,5,4,166.0
3245,Paris 9ème,Trudaine-Maubeuge,1470000,5,3,130.1
3247,Paris 17ème,Courcelles-Wagram,429000,2,1,37.0
3248,Paris 13ème,Patay-Masséna,670000,3,2,63.0
3249,Paris 7ème,Saint Thomas d'Aquin,1250000,2,1,49.16
3251,Paris 9ème,Provence Opéra,3250000,5,4,165.0
3252,Paris 14ème,Mouton Duvernet,4950000,6,4,258.0
3253,Paris 19ème,Buttes Chaumont,660000,4,3,86.0
3254,,,3250000,5,4,166.0
3255,Paris 9ème,Trudaine-Maubeuge,1470000,5,3,130.1
3256,Paris 15ème,Saint Lambert,1092000,4,3,100.0
3257,Paris 3ème,Enfants Rouges,750000,2,1,45.0
3258,Paris 17ème,Courcelles-Wagram,4200000,7,4,269.25
3260,Paris 12ème,Bois de Vincennes,467000,2,1,42.0
3261,Paris 7ème,Invalides,3500000,7,4,241.41
3262,Paris 15ème,Pasteur Montparnasse,712000,3,2,65.0
3265,Paris 13ème,Nationale-Deux Moulins,1584000,5,4,128.0
3268,Paris 7ème,Saint Thomas d'Aquin,2990000,6,4,146.0
3269,Paris 12ème,Bel-Air Sud,820000,4,3,84.0
3270,Paris 7ème,Gros Caillou,1795000,4,2,120.0
3271,Paris 13ème,Dunois-Bibliothèque-Jeanne-d'Arc,399000,2,1,33.0
3272,Paris 7ème,Invalides,9600000,7,3,308.0
3274,Paris 16ème,Chaillot,729000,3,2,54.0
3275,Paris 8ème,Triangle d'Or,1349000,2,1,54.0
3276,Paris 14ème,Mouton Duvernet,1565000,5,3,100.0
3277,Paris 16ème,Porte Dauphine,645000,3,1,61.0
3278,,,1744000,5,3,131.45
3279,Paris 16ème,Chaillot,850000,3,1,69.02
3281,Paris 11ème,Nation-Alexandre Dumas,917000,4,3,88.0
3283,Paris 7ème,Saint Thomas d'Aquin,1300000,3,1,76.0
3285,Paris 16ème,Muette Nord,1370000,4,2,127.0
3286,Paris 14ème,Raspail-Montparnasse,1900000,5,3,109.0
3287,Paris 16ème,Muette Sud,620000,2,1,56.0
3288,Paris 16ème,Porte Dauphine,1975000,5,4,150.0
3289,Paris 6ème,Saint Germain des Prés,2940000,3,2,138.0
3291,Paris 17ème,Legendre-Lévis,829000,3,2,68.0
3292,Paris 16ème,Chaillot,2350000,5,2,136.0
3293,Paris 15ème,Citroën-Boucicaut,772500,3,1,64.58
3294,Paris 16ème,Muette Nord,575000,3,2,45.0
3295,Paris 8ème,Elysées-Madeleine,1398000,4,2,84.0
3296,Paris 11ème,Léon-Blum Folie-Regnault,1155000,5,3,100.0
3297,Paris 15ème,Cambronne-Garibaldi,658000,3,2,56.48
3298,Paris 18ème,Clignancourt-Jules Joffrin,320000,3,2,35.0
3299,Paris 16ème,Auteuil Nord,1499000,6,4,132.0
3300,Paris 16ème,Chaillot,3795000,5,3,197.0
3301,Paris 17ème,Pereire-Malesherbes,400000,3,1,29.0
3302,Paris 9ème,Lorette-Martyrs,420000,2,1,32.0
3304,Paris 17ème,Pereire-Malesherbes,495000,2,1,51.0
3306,Paris 19ème,Buttes Chaumont,650000,5,2,96.0
3307,Paris 16ème,Auteuil Nord,1150000,4,3,83.0
3308,Paris 16ème,Muette Sud,2500000,7,4,190.0
3309,,,1880000,5,3,138.22
3310,Paris 19ème,Secrétan,300000,2,1,34.69
3311,Paris 16ème,Muette Nord,1990000,5,3,127.58
3312,Paris 4ème,Saint Gervais,1495000,4,2,77.0
3314,Paris 17ème,Pereire-Malesherbes,970000,4,2,91.0
3315,Paris 8ème,Hoche-Friedland,1744000,5,4,131.45
3316,Paris 10ème,Saint Vincent de Paul-Lariboisière,1480000,6,5,156.19
3317,Paris 6ème,Odéon,630000,2,1,39.88
3318,Paris 13ème,Bièvres Sud Tolbiac,335000,2,1,34.78
3319,,,714000,2,1,43.64
3320,Paris 6ème,Odéon,1090000,2,1,78.08
3321,Paris 20ème,Belleville,378000,2,1,35.0
3322,Paris 14ème,Raspail-Montparnasse,795000,2,1,44.17
3324,Paris 8ème,Saint Philippe du Roule,2500000,5,3,145.35
3325,Paris 13ème,Patay-Masséna,1350000,4,3,93.0
3326,Paris 12ème,Vallée de Fécamp,880000,4,3,106.35
3327,Paris 6ème,Monnaie,525000,2,1,28.11
3328,Paris 10ème,Porte Saint Denis-Paradis,1280000,5,4,104.0
3329,Paris 16ème,Muette Sud,2350000,5,3,155.26
3330,Paris 16ème,Porte Dauphine,5500000,7,3,201.22
3331,Paris 14ème,Jean Moulin-Porte d'Orléans,525000,2,1,53.0
3332,Paris 16ème,Chaillot,4100000,7,6,303.0
3333,,,680000,3,2,58.89
3334,Paris 16ème,Porte Dauphine,2610000,6,3,201.86
3335,Paris 13ème,Olympiades-Choisy,580000,2,1,57.0
3336,Paris 7ème,Ecole Militaire,1490000,4,3,112.0
3337,Paris 16ème,Porte Dauphine,1410000,4,2,104.27
3338,Paris 10ème,Grange Aux Belles-Terrage,379000,2,1,32.0
3339,Paris 15ème,Vaugirard-Parc des Expositions,1095000,5,3,107.91
3340,Paris 6ème,Monnaie,913000,2,1,50.87
3341,,,375000,2,1,39.1
3343,Paris 17ème,Courcelles-Wagram,432000,2,1,36.0
3345,Paris 16ème,Muette Nord,3400000,5,3,189.0
3347,Paris 17ème,Legendre-Lévis,1055000,5,3,111.0
3348,,,670000,3,2,70.0
3349,Paris 19ème,Manin-Jaurès,871500,5,4,107.0
3350,Paris 11ème,Belleville-Saint Maur,520000,2,1,44.0
3351,Paris 15ème,Citroën-Boucicaut,2790000,7,5,200.0
3352,Paris 4ème,Saint Merri,585000,2,1,46.0
3353,Paris 17ème,Legendre-Lévis,892500,4,2,99.0
3354,Paris 16ème,Chaillot,2170000,5,3,160.0
3356,Paris 18ème,La Chapelle-Marx Dormoy,920000,6,3,115.0
3357,Paris 10ème,Louis Blanc-Aqueduc,265000,2,1,28.0
3358,Paris 4ème,Saint Gervais,630000,2,1,40.0
3359,Paris 11ème,Bastille-Popincourt,445000,2,1,29.0
3360,Paris 11ème,Léon-Blum Folie-Regnault,590000,2,1,42.0
3361,Paris 10ème,Louis Blanc-Aqueduc,580000,4,3,59.0
3363,Paris 15ème,Citroën-Boucicaut,800000,3,2,74.0
3365,Paris 20ème,Télégraphe-Pelleport Saint Fargeau,985000,5,4,120.0
3366,Paris 16ème,Auteuil Nord,690000,4,2,64.4
3367,Paris 17ème,La Fourche-Guy Môquet,407000,2,1,37.0
3368,Paris 16ème,Muette Nord,4700000,7,4,250.0
3369,Paris 20ème,Père Lachaise-Réunion,945000,5,4,105.0
3370,Paris 12ème,Bois de Vincennes,580000,3,2,56.0
3371,Paris 10ème,Louis Blanc-Aqueduc,580000,4,3,59.0
3373,Paris 15ème,Citroën-Boucicaut,800000,3,2,74.0
3375,Paris 20ème,Télégraphe-Pelleport Saint Fargeau,985000,5,4,120.0
3376,Paris 16ème,Auteuil Nord,690000,4,2,64.4
3377,Paris 17ème,La Fourche-Guy Môquet,407000,2,1,37.0
3378,Paris 16ème,Muette Nord,4700000,7,4,250.0
3379,Paris 20ème,Père Lachaise-Réunion,945000,5,4,105.0
3380,Paris 12ème,Bois de Vincennes,580000,3,2,56.0
3381,Paris 6ème,Saint Placide,2080000,6,2,148.03
3382,Paris 16ème,Muette Nord,2330000,4,2,151.0
3383,,,650000,3,2,65.0
3384,Paris 13ème,Patay-Masséna,986100,4,3,76.0
3385,Paris 6ème,Odéon,1040000,3,2,55.56
3386,Paris 15ème,Dupleix-Motte Picquet,462000,2,1,36.5
3387,Paris 19ème,Secrétan,1480000,7,4,138.33
3388,Paris 7ème,Gros Caillou,1050000,3,2,58.0
3389,Paris 2ème,Sentier-Bonne Nouvelle,600000,2,1,48.0
3390,Paris 6ème,Saint Germain des Prés,1050000,2,1,44.31
3391,Paris 8ème,Triangle d'Or,1500000,3,1,65.0
3393,Paris 20ème,Belleville,527000,3,2,51.0
3394,Paris 5ème,Saint Victor,1360000,3,1,108.0
3395,Paris 6ème,Rennes,2580000,5,1,113.0
3396,Paris 11ème,Léon-Blum Folie-Regnault,650000,3,1,48.51
3397,Paris 4ème,Saint Merri,650000,2,1,58.3
3398,Paris 15ème,Georges Brassens,595000,2,1,52.19
3399,Paris 19ème,Manin-Jaurès,399000,2,1,44.9
3400,Paris 15ème,Dupleix-Motte Picquet,615000,3,1,54.0
3401,Paris 18ème,Montmartre,460000,2,1,35.61
3402,Paris 18ème,Goutte d'Or-Château Rouge,399000,2,1,36.0
3403,,,2400000,4,2,110.14
3404,Paris 7ème,Invalides,2380000,4,2,134.08
3405,Paris 8ème,Elysées-Madeleine,790000,3,2,48.65
3406,Paris 6ème,Saint Germain des Prés,1595000,2,1,61.0
3407,Paris 10ème,Louis Blanc-Aqueduc,203000,2,1,40.78
3408,Paris 8ème,Elysées-Madeleine,2375000,4,3,170.5
3409,Paris 8ème,Hoche-Friedland,2575000,6,4,174.0
3410,Paris 15ème,Citroën-Boucicaut,1570000,6,4,130.0
3411,Paris 15ème,Citroën-Boucicaut,2042000,8,5,174.0
3412,,,1300000,8,4,224.66
3413,Paris 5ème,Saint Victor,1050000,3,2,60.0
3414,Paris 7ème,Saint Thomas d'Aquin,1050000,2,1,46.5
3416,Paris 18ème,Clignancourt-Jules Joffrin,980000,3,2,70.0
3417,Paris 9ème,Trudaine-Maubeuge,945000,4,2,75.14
3418,Paris 18ème,Amiraux-Simplon-Poissonniers,265000,2,1,35.39
3420,Paris 13ème,Bièvres Sud Tolbiac,630000,4,3,75.7
3421,Paris 11ème,Léon-Blum Folie-Regnault,687500,3,2,61.0
3422,Paris 2ème,Montorgueil-Saint Denis,487600,2,1,35.0
3423,Paris 4ème,Saint Merri,650000,2,1,58.3
3424,Paris 15ème,Georges Brassens,595000,2,1,52.19
3425,Paris 19ème,Manin-Jaurès,399000,2,1,44.9
3426,Paris 15ème,Dupleix-Motte Picquet,615000,3,1,54.0
3427,Paris 11ème,Léon-Blum Folie-Regnault,958000,4,2,80.0
3428,Paris 17ème,Pereire-Malesherbes,370000,2,1,34.0
3429,Paris 16ème,Chaillot,899000,3,1,70.0
3430,Paris 10ème,Louis Blanc-Aqueduc,203000,2,1,40.78
3431,Paris 8ème,Elysées-Madeleine,2375000,4,3,170.5
3432,Paris 16ème,Auteuil Nord,2295000,6,4,191.0
3433,Paris 8ème,Elysées-Madeleine,1340000,5,2,105.0
3434,Paris 8ème,Triangle d'Or,1580000,3,1,106.0
3435,Paris 19ème,Buttes Chaumont,682500,3,2,72.0
3436,Paris 10ème,Porte Saint Denis-Paradis,1610000,5,3,128.0
3437,Paris 1er,Palais Royal,3650000,6,4,191.2
3438,Paris 17ème,La Fourche-Guy Môquet,230000,2,1,22.48
3439,Paris 11ème,République-Saint Ambroise,1900000,6,4,140.77
3440,,,370000,2,1,55.0
3441,Paris 20ème,Père Lachaise-Réunion,359000,2,1,29.0
3442,Paris 20ème,Télégraphe-Pelleport Saint Fargeau,609000,4,3,78.0
3443,Paris 14ème,Mouton Duvernet,693000,3,2,64.0
3444,Paris 16ème,Auteuil Nord,874000,3,2,75.0
3445,Paris 17ème,Pereire-Malesherbes,1650000,5,3,128.0
