ville, price, room_nb, bedroom_nb, surface, quartier
Paris 13 (75013),888 800 €,3,2 ch.,70,
Paris 15ème (75015),889 000 €,3,,69,
Paris 12 (75012),889 000 €,3,2 ch.,83,Paris
Paris 10 (75010),890 000 €,3,1 ch.,116,Paris
Paris 17 (75017),890 000 €,4,2 ch.,83,Paris 17ème
Paris 20 (75020),890 000 €,5,,100,Paris 20e Arrondissement
Paris 06 (75006),890 000 €,2,1 ch.,33,Saint-Germain-des-Prés
Paris 14 (75014),890 000 €,3,2 ch.,73,Plaisance
Paris 11 (75011),890 000 €,3,2 ch.,92,Paris
Paris 08 (75008),890 000 €,2,1 ch.,48,Champs Elysã©E
Paris 16 (75116),890 000 €,3,1 ch.,54,Paris
,892 000 €,4,3 ch.,90,
Paris 06 (75006),892 500 €,3,1 ch.,46,Saint-Germain-des-Prés
,895 000 €,3,2 ch.,68,
Paris 16 (75016),895 000 €,3,,70,Paris
Paris 20 (75020),789 000 €,4,3 ch.,119,
Paris 16 (75116),898 000 €,3,2 ch.,66,Paris
Paris 16 (75016),899 000 €,3,1 ch.,71,Paris
Paris 16 (75016),899 000 €,3,2 ch.,76,Paris
Paris 16 (75016),899 000 €,4,3 ch.,90,Paris
Paris 16 (75016),899 000 €,3,1 ch.,71,Paris
Paris 16 (75116),899 000 €,2,1 ch.,62,Paris
Paris 16 (75016),899 000 €,3,1 ch.,83,Paris
Paris 16 (75016),899 000 €,2,1 ch.,61,Paris
Paris 11 (75011),899 800 €,4,3 ch.,91,
Paris 15 (75015),900 000 €,4,3 ch.,89,Paris 15ème
Paris 17 (75017),900 000 €,4,2 ch.,80,Paris
Paris 15 (75015),900 000 €,4,3 ch.,89,
Paris 15 (75015),900 000 €,4,2 ch.,98,Beaugrenelle
Paris 06 (75006),900 000 €,4,3 ch.,97,
Paris 10 (75010),900 000 €,4,3 ch.,87,Gare du Nord
Paris 18 (75018),900 000 €,5,2 ch.,104,Lamarck Caulaincourt Pied Butte Montmartre
Paris 16 (75016),900 000 €,4,2 ch.,83,Paris
Paris 14 (75014),900 000 €,4,2 ch.,94,"Maine,Alésia"
Paris 15 (75015),900 000 €,4,3 ch.,98,Beaugrenelle
Paris 13 (75013),902 700 €,3,2 ch.,64,Paris 13eme Arrondissement
Paris 18 (75018),450 000 €,3,2 ch.,51,Paris
Paris 13 (75013),902 700 €,3,2 ch.,64,
Paris 13 (75013),902 700 €,3,2 ch.,64,
Paris (75014),903 000 €,3,2 ch.,73,
Paris 15ème (75015),903 000 €,3,,72,
,905 000 €,4,3 ch.,88,
Paris 12 (75012),905 000 €,3,2 ch.,83,Paris
Paris 14 (75014),908 000 €,4,2 ch.,85,Paris 14e Arrondissement
Paris 15 (75015),908 000 €,5,4 ch.,95,Paris 15ème
Paris 10 (75010),909 000 €,4,3 ch.,101,
Paris 15 (75015),910 000 €,2,1 ch.,60,
Paris 15ème (75015),910 000 €,3,2 ch.,68,
Paris 15 (75015),912 000 €,4,2 ch.,94,Beaugrenelle
Paris 16 (75116),915 000 €,4,3 ch.,74,Paris
Paris 18 (75018),915 000 €,4,3 ch.,91,Paris 18ème
Paris 11 (75011),915 000 €,4,2 ch.,149,
Paris 16 (75016),918 000 €,3,1 ch.,81,Paris
Paris 09 (75009),918 000 €,3,1 ch.,63,Paris
Paris 15 (75015),919 000 €,3,2 ch.,69,Paris 15ème
Paris 05 (75005),920 000 €,3,2 ch.,71,Paris 5eme Arr.
Paris 10 (75010),920 000 €,4,2 ch.,106,
Paris 06 (75006),375 000 €,1,,27,
Paris 16 (75016),920 000 €,4,2 ch.,95,Paris
Paris 16 (75016),920 000 €,3,2 ch.,63,Paris
Paris 05 (75005),920 000 €,3,2 ch.,71,Paris 5eme Arr.
Paris 17 (75017),920 000 €,3,2 ch.,75,
Paris 10 (75010),920 000 €,4,2 ch.,106,
Paris 16 (75016),920 000 €,3,2 ch.,63,Paris
Paris 18 (75018),920 400 €,4,2 ch.,68,
Paris 15ème (75015),921 000 €,3,,69,
Paris 11 (75011),925 000 €,3,2 ch.,68,Paris 11ème
Paris 18 (75018),925 000 €,3,2 ch.,81,Sacre-Cœur
Paris 20 (75020),925 000 €,6,,190,
Paris 17 (75017),925 000 €,2,1 ch.,74,Paris 17ème
Paris 15ème (75015),926 000 €,3,,69,
Paris 15ème (75015),928 000 €,3,,69,
Paris 16 (75016),930 000 €,4,2 ch.,79,Paris
Paris 15 (75015),930 000 €,3,2 ch.,91,Paris 15ème
Paris 15ème (75015),930 000 €,3,2 ch.,68,
Paris 15 (75015),930 000 €,3,2 ch.,82,Quartier Beaugrenelle
Paris 16 (75016),930 000 €,3,2 ch.,78,Paris
Paris 14 (75014),930 000 €,4,3 ch.,91,
Paris 18 (75018),450 000 €,3,2 ch.,51,Paris
Paris 15ème (75015),930 000 €,3,2 ch.,68,
Paris 16 (75016),930 000 €,4,2 ch.,79,Paris
Paris 15 (75015),930 000 €,3,2 ch.,82,Quartier Beaugrenelle
Paris 15 (75015),930 000 €,3,2 ch.,91,Paris 15ème
Paris 18 (75018),930 000 €,3,2 ch.,75,Clignancourt
Paris 11 (75011),935 000 €,4,3 ch.,85,Paris 11ème
Paris 16 (75016),935 000 €,3,2 ch.,83,Paris
Paris 08 (75008),935 000 €,4,2 ch.,77,Paris 8ème
Paris 11 (75011),935 000 €,3,2 ch.,80,Paris
Paris 08 (75008),935 000 €,4,3 ch.,77,Paris 8ème
Paris 08 (75008),935 000 €,4,2 ch.,76,"Havre-Caumartin, Madeleine"
Paris 12 (75012),935 000 €,3,2 ch.,80,Paris
Paris 15ème (75015),935 000 €,3,,81,
Paris 15 (75015),935 000 €,3,2 ch.,61,Paris
Paris 11 (75011),936 000 €,4,2 ch.,84,Charonne
Paris 15ème (75015),937 000 €,3,,69,
Paris 11 (75011),937 000 €,4,2 ch.,62,Paris 11ème
Paris 13 (75013),937 300 €,4,3 ch.,76,Paris 13eme Arrondissement
Paris 13 (75013),937 300 €,4,3 ch.,76,Paris 13ème
Paris 13 (75013),937 300 €,4,3 ch.,76,
Paris 17 (75017),675 000 €,4,2 ch.,72,
Paris 08 (75008),935 000 €,4,3 ch.,77,Paris 8ème
Paris 15 (75015),935 000 €,3,2 ch.,61,Paris
Paris 11 (75011),936 000 €,4,2 ch.,84,Charonne
Paris 15ème (75015),937 000 €,3,,69,
Paris 11 (75011),937 000 €,4,2 ch.,62,Paris 11ème
Paris 13 (75013),937 300 €,4,3 ch.,76,Paris 13ème
Paris 13 (75013),937 300 €,4,3 ch.,76,
Paris 13 (75013),937 300 €,4,3 ch.,76,Paris 13eme Arrondissement
Paris 13 (75013),937 300 €,4,3 ch.,76,
Paris 13 (75013),937 300 €,3,2 ch.,76,
Paris 15 (75015),939 000 €,3,2 ch.,65,Paris 15ème
Paris 11 (75011),939 000 €,3,2 ch.,77,Paris
Paris 20ème (75020),940 000 €,4,,91,
Paris 15 (75015),940 000 €,2,1 ch.,74,Saint-Lambert
Paris 16 (75016),940 000 €,4,2 ch.,93,Paris
Paris 16 (75016),940 000 €,3,2 ch.,80,Paris
Paris 17 (75017),940 000 €,3,2 ch.,77,Paris 17ème
Paris 16 (75016),940 000 €,4,2 ch.,76,Paris
Paris 16 (75016),940 000 €,4,2 ch.,85,Paris
Paris 13 (75013),940 000 €,4,3 ch.,80,Paris 13
Paris 16 (75016),1 698 000 €,5,4 ch.,138,Paris
Paris 16 (75016),940 000 €,3,2 ch.,80,Paris
Paris 13 (75013),941 300 €,4,3 ch.,86,Gare
Paris 15ème (75015),942 000 €,3,,69,
Paris 07 (75007),942 000 €,3,1 ch.,52,Paris 7ème
Paris 07 (75007),942 000 €,3,2 ch.,52,école-Militaire
Paris 15ème (75015),942 000 €,3,,69,
Paris 16 (75016),945 000 €,4,3 ch.,86,Paris
Paris 04 (75004),945 000 €,4,2 ch.,72,Paris 4ème
Paris 16 (75016),945 000 €,3,2 ch.,73,Paris
,945 000 €,4,2 ch.,96,
Paris 16 (75016),945 000 €,3,2 ch.,81,Paris
Paris 17 (75017),945 000 €,5,3 ch.,95,Paris 17ème
Paris 11 (75011),945 000 €,3,2 ch.,91,Paris 11ème
,945 000 €,3,2 ch.,89,
Paris 19 (75019),945 000 €,3,2 ch.,83,Paris
Paris 06 (75006),945 000 €,3,1 ch.,62,Paris
Paris 16 (75016),945 000 €,4,2 ch.,88,Paris
Paris 15 (75015),948 000 €,4,2 ch.,95,
Paris 15 (75015),948 000 €,4,2 ch.,95,
Paris 16 (75016),949 000 €,4,2 ch.,80,Paris
Paris 20 (75020),420 000 €,2,1 ch.,42,
Paris 17 (75017),950 000 €,3,2 ch.,78,
Paris 19 (75019),950 000 €,4,2 ch.,84,Paris 19ème
Paris 10 (75010),950 000 €,4,3 ch.,91,Paris
Paris 16 (75116),950 000 €,2,1 ch.,84,Paris
,950 000 €,4,2 ch.,90,
Paris 08 (75008),950 000 €,1,,41,Paris 8ème
Paris 16 (75016),950 000 €,4,1 ch.,59,Paris
Paris 20 (75020),950 000 €,3,2 ch.,67,Paris 20
Paris 14 (75014),950 000 €,3,2 ch.,90,
Paris 02 (75002),950 000 €,4,2 ch.,82,Paris
Paris 16 (75016),950 000 €,3,2 ch.,70,Paris
Paris 15ème (75015),950 000 €,3,2 ch.,68,
Paris 16 (75116),950 000 €,2,1 ch.,59,Paris
Paris 15ème (75015),951 000 €,3,,69,
Paris 16 (75116),955 000 €,3,1 ch.,80,Paris
Paris 13 (75013),955 000 €,6,3 ch.,127,Paris 13 Eme
Paris 13 (75013),955 000 €,4,3 ch.,105,Parc Montsourie Place Rungis
Paris 16 (75016),957 800 €,4,2 ch.,79,Paris
Paris 15 (75015),958 000 €,4,3 ch.,97,Javel
Paris 20 (75020),960 000 €,3,2 ch.,77,Paris 20ème
Paris 06 (75006),472 000 €,2,1 ch.,32,Paris
Paris 03 (75003),960 000 €,3,1 ch.,74,Paris 3ème
Paris 14 (75014),960 000 €,4,3 ch.,76,Parc-de-Montsouris
Paris 18 (75018),960 000 €,4,3 ch.,90,Paris 18
Paris 20 (75020),960 000 €,3,2 ch.,77,Paris 20ème
Paris 15ème (75015),960 000 €,3,,69,
Paris 15 (75015),963 000 €,3,2 ch.,68,Paris 15ème
Paris 15ème (75015),964 000 €,3,,77,
Paris 18 (75018),964 000 €,5,3 ch.,94,
Paris 15 (75015),965 000 €,5,2 ch.,74,"Commerces, écoles"
Paris 18 (75018),965 000 €,3,2 ch.,80,
Paris 12 (75012),965 000 €,4,3 ch.,87,Paris
Paris 14 (75014),965 000 €,4,2 ch.,83,Jean Moulin-Porte d'Orléans
Paris 15ème (75015),965 000 €,3,,69,
Paris 17 (75017),968 500 €,3,2 ch.,77,
Paris 13 (75013),969 200 €,3,2 ch.,76,
Paris 09 (75009),970 000 €,4,3 ch.,80,Paris 9ème
Paris 20 (75020),970 000 €,4,3 ch.,77,Paris 20ème
Paris 15ème (75015),970 000 €,3,2 ch.,68,
Paris 13 (75013),971 000 €,4,3 ch.,80,Paris 13ème
Paris 15ème (75015),972 000 €,3,,69,
Paris 14 (75014),650 000 €,1,,49,Paris
Paris 13ème (75013),974 000 €,4,,83,
Paris 13 (75013),974 500 €,4,3 ch.,81,Paris 13e Arrondissement
Paris 13 (75013),975 000 €,4,3 ch.,81,Bnf
Paris 19 (75019),975 000 €,4,3 ch.,86,Paris 19ème
Paris 15ème (75015),975 000 €,3,,78,
Paris 01 (75001),975 000 €,3,2 ch.,55,Paris 1er
Paris 18 (75018),975 000 €,3,,80,Paris
Paris 15 (75015),975 000 €,4,3 ch.,103,Paris
Paris 18 (75018),975 000 €,2,1 ch.,80,
Paris 15 (75015),975 000 €,4,3 ch.,101,
Paris 13 (75013),980 000 €,4,2 ch.,81,Paris 13ème
Paris 02 (75002),980 000 €,3,1 ch.,71,
Paris 12 (75012),980 000 €,4,3 ch.,109,Paris 12ème
Paris 15 (75015),980 000 €,4,3 ch.,85,Paris 15eme Arrondissement
Paris 15 (75015),981 000 €,3,2 ch.,66,Necker
Paris 15 (75015),981 000 €,3,1 ch.,71,
Paris 13ème (75013),981 000 €,4,,83,
Paris 15 (75015),981 000 €,2,1 ch.,65,
Paris 13ème (75013),982 000 €,4,,80,
Paris 20 (75020),982 800 €,5,3 ch.,103,Paris 20ème
Paris 19 (75019),836 000 €,3,2 ch.,57,
Paris 19 (75019),983 000 €,3,2 ch.,62,
Paris 06 (75006),985 000 €,2,1 ch.,52,Paris 6ème
Paris 16 (75016),985 000 €,2,,60,Paris
Paris 16 (75016),985 000 €,4,2 ch.,95,Paris
Paris 01 (75001),985 000 €,2,1 ch.,70,Paris 1er
Paris 06 (75006),985 000 €,2,1 ch.,52,Cherche Midi
Paris 01 (75001),985 000 €,2,1 ch.,70,Paris
Paris 01 (75001),985 000 €,2,1 ch.,67,Paris 1er
Paris 01 (75001),985 000 €,2,1 ch.,67,Paris
Paris 13 (75013),986 000 €,4,3 ch.,76,Paris 13ème
Paris 13 (75013),986 100 €,4,3 ch.,76,
Paris 13 (75013),986 100 €,4,3 ch.,76,Paris 13ème
Paris 13 (75013),986 100 €,4,3 ch.,76,Paris 13ème
Paris 13 (75013),986 100 €,4,3 ch.,76,Paris 13ème
Paris 13 (75013),986 100 €,4,3 ch.,76,
Paris 13 (75013),987 000 €,4,3 ch.,76,Paris 13ème
Paris 19 (75019),988 000 €,3,1 ch.,87,Paris 19ème
Paris 16 (75016),988 000 €,2,1 ch.,80,Paris
Paris 13ème (75013),988 000 €,4,,83,
Paris 19 (75019),988 000 €,2,1 ch.,87,Paris
Paris 16 (75016),1 698 000 €,5,4 ch.,138,Paris
Paris 19 (75019),988 000 €,2,1 ch.,87,Paris
Paris 19 (75019),988 000 €,2,1 ch.,87,Métro Belleville et Colonel Fabien
Paris 17 (75017),989 000 €,3,2 ch.,75,Paris 17ème
Paris 17 (75017),989 000 €,3,2 ch.,75,Paris 17ème
Paris 10 (75010),990 000 €,5,3 ch.,130,Paris 10ème
Paris 18 (75018),990 000 €,3,2 ch.,115,Paris
Paris 18 (75018),990 000 €,5,4 ch.,98,Simplon
Paris 08 (75008),990 000 €,4,3 ch.,65,
Paris 07 (75007),990 000 €,3,2 ch.,53,
Paris 11 (75011),990 000 €,3,2 ch.,99,Paris 11
Paris 07 (75007),990 000 €,3,2 ch.,51,Paris 7ème
Paris 16 (75016),990 000 €,3,2 ch.,94,Paris
Paris 08 (75008),990 000 €,2,1 ch.,61,Paris 8ème
Paris 18 (75018),990 000 €,5,4 ch.,98,Simplon
Paris 08 (75008),990 000 €,2,1 ch.,61,
Paris 15ème (75015),991 000 €,3,,78,
,991 500 €,4,2 ch.,109,
Paris 13 (75013),993 000 €,4,3 ch.,80,Paris 13ème
Paris 13ème (75013),994 300 €,4,,83,
Paris 16 (75016),995 000 €,2,1 ch.,76,Paris
Paris 20 (75020),789 000 €,4,3 ch.,119,
,995 000 €,5,4 ch.,102,
Paris 11 (75011),995 000 €,4,2 ch.,96,Paris 11ème
Paris 01 (75001),995 000 €,3,2 ch.,55,Place-Vendôme
Paris 12 (75012),995 000 €,5,3 ch.,87,
Paris 20 (75020),995 000 €,5,4 ch.,103,Paris 20
Paris 15 (75015),995 000 €,3,2 ch.,75,
Paris 18 (75018),995 000 €,4,2 ch.,106,Paris
Paris 13ème (75013),996 000 €,4,,86,
Paris 14 (75014),997 500 €,4,2 ch.,76,
Paris 15 (75015),997 500 €,3,2 ch.,91,
,997 500 €,4,2 ch.,99,
Paris 14 (75014),997 500 €,4,2 ch.,76,
Paris 15 (75015),998 000 €,3,2 ch.,78,Dupleix Bir Hakeim
Paris (75013),998 000 €,4,3 ch.,84,
Paris 16 (75016),998 000 €,3,1 ch.,80,Paris
Paris 01 (75001),999 000 €,2,1 ch.,56,Paris 1er
Paris 07 (75007),1 000 000 €,3,2 ch.,60,Paris 7ème
Paris 08 (75008),1 000 000 €,2,1 ch.,50,
Paris 16 (75016),1 000 000 €,5,3 ch.,103,Paris
Paris 16 (75016),1 000 000 €,4,3 ch.,81,Paris
Paris 06 (75006),375 000 €,1,,27,
Paris 13ème (75013),1 009 000 €,4,,80,
Paris 13ème (75013),1 019 000 €,4,,80,
Paris 15ème (75015),1 019 000 €,3,,78,
Paris 16 (75016),1 020 000 €,4,2 ch.,74,Paris
Paris 18 (75018),1 020 000 €,4,3 ch.,97,Paris 18ème
Paris 18 (75018),1 020 000 €,4,3 ch.,97,Paris
Paris 01 (75001),1 020 000 €,2,1 ch.,58,Paris
Paris 01 (75001),1 020 000 €,3,2 ch.,58,Paris
Paris 14 (75014),1 021 000 €,5,4 ch.,101,Paris
Paris 13 (75013),1 023 000 €,4,3 ch.,75,Paris 13ème
,1 024 000 €,5,4 ch.,117,
Paris 14 (75014),1 025 000 €,3,2 ch.,73,Paris 14ème
Paris 13 (75013),1 025 500 €,4,3 ch.,86,Paris 13ème
Paris 13 (75013),1 025 500 €,4,3 ch.,86,Paris 13eme Arrondissement
Paris 13 (75013),1 025 500 €,4,3 ch.,86,Paris 13eme Arrondissement
Paris 13 (75013),1 025 500 €,4,3 ch.,86,Gare
Paris 15 (75015),1 026 000 €,3,2 ch.,77,Paris 15ème
Paris 13ème (75013),1 029 000 €,4,,80,
Paris 16 (75016),1 030 000 €,5,3 ch.,103,Paris
Paris 15 (75015),1 030 000 €,2,1 ch.,74,Saint-Lambert
Paris 19 (75019),745 000 €,4,3 ch.,77,
Paris 6ème (75006),1 030 000 €,2,,46,
Paris 15 (75015),1 030 000 €,2,1 ch.,74,Saint-Lambert
Paris 01 (75001),1 032 000 €,3,1 ch.,58,"Concorde, Tuileries"
Paris 13 (75013),1 033 900 €,4,3 ch.,86,
Paris 13ème (75013),1 034 000 €,4,,86,
Paris 13ème (75013),1 035 000 €,4,,96,
Paris (75015),1 036 000 €,5,3 ch.,110,Paris
Paris 15ème (75015),1 037 000 €,2,,90,
Paris 13ème (75013),1 039 000 €,4,,80,
Paris 18 (75018),1 040 000 €,4,2 ch.,81,Paris 18ème
Paris 07 (75007),1 040 000 €,4,2 ch.,76,Paris 7ème
Paris 15 (75015),1 040 000 €,3,2 ch.,80,Paris 15ème
Paris 13ème (75013),1 041 000 €,4,,86,
Paris 15ème (75015),1 043 000 €,3,,80,
Paris 18 (75018),1 045 000 €,3,2 ch.,88,Paris 18ème
Paris 16 (75016),1 048 000 €,5,3 ch.,92,Paris
Paris 13ème (75013),1 049 000 €,4,,80,
Paris 03 (75003),1 049 000 €,4,3 ch.,78,
Paris 13ème (75013),1 049 000 €,4,,86,
Paris 19 (75019),1 049 980 €,6,3 ch.,163,Paris
Paris 19 (75019),328 600 €,1,,33,
Paris 14 (75014),1 050 000 €,4,3 ch.,93,Plaisance
Paris 17 (75017),1 050 000 €,4,2 ch.,84,Paris 17ème
Paris 15 (75015),1 050 000 €,5,4 ch.,115,Paris 15ème
Paris 07 (75007),1 050 000 €,2,1 ch.,46,Carré des Antiquaires
Paris 11 (75011),1 050 000 €,2,1 ch.,134,Voltaire|Richard-Lenoir
Paris 14 (75014),1 050 000 €,5,2 ch.,86,"Quartier de la Rue Daguerre, Très Commerçant Ecole Maternelle : 23 Rue Boulard Ecole élémentaire : 46 Rue Boulard"
Paris 11 (75011),1 050 000 €,3,2 ch.,75,Paris 11ème
Paris 16 (75016),1 050 000 €,3,2 ch.,96,Paris
Paris 17 (75017),1 050 000 €,3,2 ch.,85,
Paris 12 (75012),1 050 000 €,6,4 ch.,109,Paris
Paris 06 (75006),1 050 000 €,2,1 ch.,44,Saint-Germain-des-Prés
Paris 12 (75012),1 050 000 €,3,2 ch.,85,Paris
Paris 16 (75016),1 050 000 €,3,2 ch.,90,Paris
Paris 16 (75016),1 050 000 €,4,3 ch.,104,Paris
Paris 07 (75007),1 050 000 €,2,1 ch.,51,Saint Thomas d'Aquin
Paris 11 (75011),1 050 000 €,3,2 ch.,89,Boulets| Eugène Napoléon
Paris 10 (75010),1 050 000 €,3,2 ch.,82,Paris 10ème
Paris 11 (75011),1 050 000 €,3,2 ch.,86,Rue des Immeubles Industriels
Paris 06 (75006),1 050 000 €,2,1 ch.,44,Saint-Germain-des-Prés
Paris (75015),1 051 000 €,4,2 ch.,107,Paris
Paris 14 (75014),598 000 €,3,2 ch.,67,
Paris 17 (75017),1 055 250 €,4,3 ch.,84,Paris 17ème
Paris 15 (75015),1 056 720 €,3,2 ch.,70,Paris 15
Paris 14 (75014),1 057 000 €,4,3 ch.,89,Alésia | Pernety
Paris 10 (75010),1 057 800 €,4,3 ch.,93,
Paris 06 (75006),1 058 000 €,2,2 ch.,57,Paris 6ème
Paris 14 (75014),1 059 000 €,4,3 ch.,90,Métro Plaisance
Paris 13ème (75013),1 059 000 €,4,,86,
Paris 17 (75017),1 059 000 €,5,3 ch.,104,Paris 17ème
Paris 15ème (75015),1 059 000 €,3,,80,
Paris 20 (75020),1 060 000 €,3,1 ch.,85,Paris
Paris 16 (75116),1 060 000 €,4,2 ch.,78,Paris
Paris 12 (75012),1 065 000 €,4,3 ch.,93,Paris
,1 065 000 €,4,3 ch.,104,
Paris 13 (75013),1 066 000 €,5,3 ch.,89,Paris
Paris 15 (75015),1 066 000 €,4,2 ch.,77,Paris
Paris 13 (75013),1 066 000 €,5,3 ch.,89,Paris 13ème
Paris 15ème (75015),1 067 000 €,2,,90,
Paris 19ème (75019),1 068 000 €,4,,89,
Paris 08 (75008),1 070 000 €,4,2 ch.,75,Paris 8ème
Paris 08 (75008),1 070 000 €,4,2 ch.,80,Paris 8ème
Paris 19 (75019),399 000 €,2,1 ch.,46,
Paris 13 (75013),1 070 000 €,5,3 ch.,86,Paris 13ème
Paris 14 (75014),1 070 000 €,3,2 ch.,80,Paris 14ème
Paris 15 (75015),1 072 000 €,3,2 ch.,82,Place Cambronne
Paris 08 (75008),1 072 000 €,3,2 ch.,77,Paris 8ème
Paris 16 (75116),1 075 000 €,4,3 ch.,73,Paris
Paris 20 (75020),1 075 000 €,4,3 ch.,118,
Paris 16 (75116),1 075 000 €,4,3 ch.,73,Paris
Paris 11 (75011),1 075 000 €,4,3 ch.,84,Village Popincourt
Paris 13ème (75013),1 075 000 €,4,,97,
Paris 13 (75013),1 078 000 €,4,3 ch.,101,Paris 13ème
Paris 11 (75011),1 080 000 €,4,3 ch.,80,
Paris 13 (75013),1 080 000 €,5,3 ch.,109,Paris 13e Arrondissement
Paris 15ème (75015),1 081 000 €,3,,80,
Paris 06 (75006),1 082 500 €,4,,76,Paris 6e Arrondissement
Paris 13 (75013),1 083 000 €,4,3 ch.,86,Massena
Paris 13 (75013),1 083 000 €,4,3 ch.,86,Paris 13ème
Paris 13 (75013),1 083 300 €,4,3 ch.,86,Paris 13eme Arrondissement
Paris 13 (75013),1 083 800 €,4,3 ch.,86,Paris 13eme Arrondissement
Paris 13 (75013),1 083 800 €,4,3 ch.,86,
Paris 04 (75004),1 085 000 €,4,3 ch.,75,Arsenal
Paris 18 (75018),450 000 €,3,2 ch.,51,Paris
Paris 04 (75004),1 085 000 €,4,3 ch.,75,Arsenal
Paris 15 (75015),1 086 500 €,2,1 ch.,90,Paris 15ème
Paris 15ème (75015),1 087 000 €,2,,90,
Paris 14 (75014),1 090 000 €,5,3 ch.,114,Paris
Paris 04 (75004),1 090 000 €,3,1 ch.,88,
Paris 14 (75014),1 090 000 €,4,2 ch.,81,Mouton Duvernet
Paris 20 (75020),1 090 000 €,5,3 ch.,110,Paris 20ème
Paris 14 (75014),1 090 000 €,4,3 ch.,105,Jean Moulin-Porte d'Orléans
Paris 13 (75013),1 090 000 €,3,2 ch.,78,Paris 13ème
Paris 17 (75017),1 090 000 €,4,2 ch.,81,
Paris 15 (75015),1 092 000 €,6,4 ch.,104,St Charles | Convention | Boucicault
Paris 13 (75013),1 093 000 €,4,3 ch.,95,Paris 13ème
Paris 11 (75011),1 095 000 €,6,,121,Paris 11e Arrondissement
Paris 15 (75015),1 095 000 €,5,2 ch.,84,Paris 15ème
Paris 08 (75008),1 095 000 €,3,2 ch.,75,Paris 8ème
Paris 09 (75009),1 095 000 €,5,3 ch.,112,Paris 9ème
Paris 19 (75019),1 095 000 €,4,2 ch.,144,Paris
Paris 15 (75015),1 095 000 €,3,2 ch.,80,Paris 15ème
Paris 18 (75018),1 095 000 €,3,,88,Paris
Paris 12 (75012),1 095 000 €,3,,95,
Paris 19 (75019),399 000 €,2,1 ch.,46,
Paris 15 (75015),1 095 000 €,3,2 ch.,80,Paris 15ème
Paris 19 (75019),1 095 000 €,4,2 ch.,144,Paris
Paris 17 (75017),1 095 000 €,3,2 ch.,82,Paris 17ème
Paris 18 (75018),1 095 000 €,3,2 ch.,88,Paris 18ème
Paris 12 (75012),1 097 000 €,5,3 ch.,106,Bel-Air
Paris 15ème (75015),1 097 000 €,2,,90,
Paris 02 (75002),1 099 000 €,4,3 ch.,80,Paris 2ème
Paris 02 (75002),1 099 000 €,4,2 ch.,80,Paris 2ème
Paris 15 (75015),1 099 000 €,4,3 ch.,89,Grenelle
Paris 15 (75015),1 099 000 €,4,3 ch.,89,
Paris 11 (75011),1 100 000 €,4,,80,Paris 11ème
Paris 06 (75006),1 100 000 €,6,4 ch.,92,Monnaie
Paris 02 (75002),1 100 000 €,4,2 ch.,91,Bonne-Nouvelle
Paris 06 (75006),1 100 000 €,2,1 ch.,62,Paris
Paris 13 (75013),1 100 000 €,4,3 ch.,99,
Paris 14 (75014),1 100 000 €,4,3 ch.,95,Parc de Montsouris
Paris 09 (75009),1 100 000 €,3,2 ch.,,Paris 09
Paris 19 (75019),1 100 000 €,6,4 ch.,161,Paris
Paris 10 (75010),1 100 000 €,4,3 ch.,91,Paris 10e Arrondissement
Paris 08 (75008),1 100 000 €,4,2 ch.,77,Paris 8ème
Paris 14 (75014),450 000 €,2,1 ch.,31,Paris
Paris 06 (75006),1 100 000 €,6,4 ch.,92,Monnaie
Paris 04 (75004),1 100 000 €,2,1 ch.,66,Paris 4ème
Paris 15ème (75015),1 105 000 €,3,,85,
Paris 13 (75013),1 106 500 €,4,3 ch.,86,
Paris 18 (75018),1 109 000 €,3,2 ch.,83,Paris 18ème
Paris 06 (75006),1 110 000 €,2,1 ch.,60,Paris
Paris 05 (75005),1 113 000 €,3,2 ch.,78,Paris 05
Paris 09 (75009),1 118 000 €,5,3 ch.,96,Barbès-Rochechouart
Paris 15 (75015),1 118 000 €,3,2 ch.,79,Paris 15ème
Paris 13 (75013),1 119 600 €,4,3 ch.,86,Paris 13eme Arrondissement
Paris 13 (75013),1 119 600 €,4,3 ch.,86,Paris 13ème
Paris 13 (75013),1 119 600 €,4,3 ch.,86,Paris 13ème
Paris 13 (75013),1 119 600 €,4,3 ch.,86,
Paris 16 (75116),1 120 000 €,4,2 ch.,82,Paris
Paris 15 (75015),1 120 000 €,5,2 ch.,107,Paris 15ème
Paris 14 (75014),1 120 000 €,5,4 ch.,108,
Paris 06 (75006),1 123 600 €,3,2 ch.,70,Paris
Paris 15ème (75015),1 125 000 €,3,,85,
Paris 13 (75013),1 125 000 €,5,4 ch.,107,Paris
Paris 14 (75014),1 125 000 €,4,3 ch.,98,
Paris 20 (75020),789 000 €,4,3 ch.,119,
Paris 13 (75013),1 125 600 €,4,3 ch.,99,Paris 13ème
Paris 11 (75011),1 129 800 €,4,3 ch.,90,Paris 11ème
Paris 15 (75015),1 130 000 €,4,3 ch.,94,Paris 15ème
Paris 15 (75015),1 130 000 €,4,3 ch.,94,
Paris 16 (75016),1 130 000 €,4,2 ch.,89,Paris
,1 130 000 €,5,3 ch.,95,
Paris 6ème (75006),1 130 000 €,3,,55,
Paris 12 (75012),1 130 000 €,5,3 ch.,97,
Paris 09 (75009),1 133 000 €,4,2 ch.,99,Paris 9ème
Paris 16 (75016),1 133 000 €,4,3 ch.,92,Paris
